text_display,video_source,text_emoji,text_clean,word_count,aspect_category,is_sarcastic,sentiment
"Tonton highlights/full match lebih cepat dan lengkap dengan fitur Catch-Up hanya di VISION+
 
 
 
 Klik disini 👉🏼 https://link.visionplus.id/seagames",Youtube,Tonton highlights/full match lebih cepat dan lengkap dengan fitur Catch-Up hanya di VISION+ Klik disini :menunjuk_ke_arah_kanan_warna_kulit_cerah-sedang: https://link.visionplus.id/seagames,tonton highlightsfull match lebih cepat dan lengkap dengan fitur catch-up hanya di vision klik disini menunjukkearahkananwarnakulitcerah-sedang httpslinkvisionplusidseagames,17,General,0,Neutral
Berasa liat pertandingan antar kecamatan 😂,Youtube,Berasa liat pertandingan antar kecamatan lawak,berasa lihat pertandingan antar kecamatan lawak,6,Match_Issues,1,Negative
Luar biasa. Selamat atas PERTAMA KALI TIDAK LOLOS SEMIFINAL SEAGAMES DLM 15 TAHUN,Youtube,Luar biasa. Selamat atas PERTAMA KALI TIDAK LOLOS SEMIFINAL SEAGAMES DLM 15 TAHUN,luar biasa selamat atas pertama kali tidak lolos semifinal seagames dalam 15 tahun,13,Mgmt_General,1,Negative
dari semifinalis piala asia u23 sampai jadi ampas di selevel2 seagames 🤣,Youtube,dari semifinalis piala asia u23 sampai jadi ampas di selevel2 seagames ngakak,dari semifinalis piala asia u23 sampai jadi ampas di selevel2 seagames mengakak,12,Mgmt_General,1,Negative
Misi sapri dan towel sukses 😂,Youtube,Misi sapri dan towel sukses lawak,misi sapri dan towel sukses lawak,6,Coach_Indra,1,Negative
Era kegelapan towel telah kembali 😂,Youtube,Era kegelapan towel telah kembali lawak,era kegelapan towel telah kembali lawak,6,Pundit,1,Negative
"nonton highlight, terasa aneh
 sepak bola ❌
  rebutan bola lempar ✅",Youtube,"nonton highlight, terasa aneh sepak bola tanda silang rebutan bola lempar tanda centang putih tebal",menonton highlight terasa aneh sepak bola tanda silang rebutan bola lempar tanda centang putih tebal,15,Player,0,Neutral
Dulu lihat timnas begitu menarik utk di tonton sekarang lebih menarik lihat persib apalagi lolos ACL 2,Youtube,Dulu lihat timnas begitu menarik utk di tonton sekarang lebih menarik lihat persib apalagi lolos ACL 2,dulu lihat timnas begitu menarik untuk di tonton sekarang lebih menarik lihat persib apalagi lolos acl 2,17,Player,0,Positive
"Anjir, banner iklannya kurang gede itu.. kalo bisa ditutupi sekalian aja seluruh layar biar makin ga bisa ditonton highlight-nya.",Youtube,"Anjir, banner iklannya kurang gede itu.. kalo bisa ditutupi sekalian aja seluruh layar biar makin ga bisa ditonton highlight-nya.",anjir banner iklannya kurang gede itu kalo bisa ditutupi sekalian saja seluruh layar biar makin enggak bisa ditonton highlight-nya,19,General,1,Negative
Timnas seperti ini yang diinginkan Towel dkk 😂,Youtube,Timnas seperti ini yang diinginkan Towel dkk lawak,timnas seperti ini yang diinginkan towel dkk lawak,8,Player,1,Negative
Tanpa STY timnas kembali ke era kegelapan 😢,Youtube,Tanpa STY timnas kembali ke era kegelapan wajah menangis,tanpa sty timnas kembali ke era kegelapan wajah menangis,9,Coach_STY,0,Negative
Mulai dari penanganan bencana sampai sepakbola tidak ada yang beres negara ini,Youtube,Mulai dari penanganan bencana sampai sepakbola tidak ada yang beres negara ini,mulai dari penanganan bencana sampai sepakbola tidak ada yang beres negara ini,12,General,0,Negative
Anjay udah berapa dekade gak liat selebrasi paling ikonik dari pelatih kita Baginda raja yang mulia coach indra safrie .mss msc pelatih terbaik SE Asia tenggara dan pelatih SE umur hidup bagi indonesia terima kasih pak Erik ..........hancur ini timnas saya,Youtube,Anjay udah berapa dekade gak liat selebrasi paling ikonik dari pelatih kita Baginda raja yang mulia coach indra safrie .mss msc pelatih terbaik SE Asia tenggara dan pelatih SE umur hidup bagi indonesia terima kasih pak Erik ..........hancur ini timnas saya,anjay sudah berapa dekade enggak lihat selebrasi paling ikonik dari pelatih kita baginda raja yang mulia coach indra safrie mss msc pelatih terbaik se asia tenggara dan pelatih se umur hidup bagi indonesia terima kasih pak erik hancur ini timnas saya,41,Coach_Indra,1,Negative
"Bingung mau komentar apa 
 Padal uji coba lawan India yg peringkatnya di atas kita kita bisa ngimbangin ,ini yang tim selevel di ajang ini malah kalah ,semoga lekas membaik",Youtube,"Bingung mau komentar apa Padal uji coba lawan India yg peringkatnya di atas kita kita bisa ngimbangin ,ini yang tim selevel di ajang ini malah kalah ,semoga lekas membaik",bingung mau komentar apa padal uji coba lawan india yang peringkatnya di atas kita kita bisa ngimbangin ini yang tim selevel di ajang ini malah kalah semoga lekas membaik,29,General,0,Negative
Memilukan sudah menang tetap gagal lolos karena myanmar🇲🇲🇲🇲 cetak 1 goal,Youtube,Memilukan sudah menang tetap gagal lolos karena myanmar:bendera_myanmar_(burma)::bendera_myanmar_(burma): cetak 1 goal,memilukan sudah menang tetap gagal lolos karena myanmarbenderamyanmarburmabenderamyanmarburma cetak 1 goal,11,General,0,Negative
Keren ❤❤❤,Youtube,Keren hati merah hati merah hati merah,keren hati merah hati merah hati merah,7,General,0,Positive
Lokal pri hehhe,Youtube,Lokal pri hehhe,lokal pri hehhe,3,Player,0,Neutral
Lagi lagi kesalahan beck yang gak cepat ambil bola dan striker awal yg mandul,Youtube,Lagi lagi kesalahan beck yang gak cepat ambil bola dan striker awal yg mandul,lagi lagi kesalahan beck yang enggak cepat ambil bola dan striker awal yang mandul,14,Player,0,Negative
"Sekarang fokus dukung Persib di ACL 2, semoga Erik Tohir tidak ikut campur 😢",Youtube,"Sekarang fokus dukung Persib di ACL 2, semoga Erik Tohir tidak ikut campur wajah menangis",sekarang fokus dukung persib di acl 2 semoga erik tohir tidak ikut campur wajah menangis,15,Mgmt_ET,0,Negative
"Dulu di era sty enak di tonton. Dari di ganti pelatih di tengah jalan, sumpah udah gak nonton lagi timnas.. Mafia banyak banget",Youtube,"Dulu di era sty enak di tonton. Dari di ganti pelatih di tengah jalan, sumpah udah gak nonton lagi timnas.. Mafia banyak banget",dulu di era sty enak di tonton dari di ganti pelatih di tengah jalan sumpah sudah enggak menonton lagi timnas mafia banyak banget,23,Coach_STY,0,Negative
Bener bener lucu sih😂,Youtube,Bener bener lucu sih lawak,benar benar lucu sih lawak,5,General,1,Negative
"""Kita liat sejauh apa timnas tanpa ayah saya"" karma is real",Youtube,"""Kita liat sejauh apa timnas tanpa ayah saya"" karma is real",kita lihat sejauh apa timnas tanpa ayah saya karma is real,11,Player,0,Negative
"Alhamdulillah indonesia menang ..semoga bisa juara bravo indra safri pelatih ini lebih bagus daripada sty atau petrik ,maju terus coach😊❤❤🎉🎉",Youtube,"Alhamdulillah indonesia menang ..semoga bisa juara bravo indra safri pelatih ini lebih bagus daripada sty atau petrik ,maju terus coach wajah tersenyum dengan mata bahagia hati merah hati merah party popper party popper",alhamdulillah indonesia menang semoga bisa juara bravo indra safri pelatih ini lebih bagus daripada sty atau petrik maju terus coach wajah tersenyum dengan mata bahagia hati merah hati merah party popper party popper,33,Coach_STY,0,Positive
Kembali ke setelah pabrik,Youtube,Kembali ke setelah pabrik,kembali ke setelah pabrik,4,General,0,Neutral
"INDONESIA: kalah kalah kalah kalah kalah kalah kalah kalah kalah kalah kalah kalah kalah kalah kalah kalah kalah kalah 
 NEGARA LAIN: menang menang menang menang menang menang menang menang menang menang",Youtube,INDONESIA: kalah kalah kalah kalah kalah kalah kalah kalah kalah kalah kalah kalah kalah kalah kalah kalah kalah kalah NEGARA LAIN: menang menang menang menang menang menang menang menang menang menang,indonesia kalah kalah kalah kalah kalah kalah kalah kalah kalah kalah kalah kalah kalah kalah kalah kalah kalah kalah negara lain menang menang menang menang menang menang menang menang menang menang,31,General,0,Negative
"Kenapa Jens Raven ngga dimainkan sebagai starter dari awal waktu lawan Philipina, Coach ?",Youtube,"Kenapa Jens Raven ngga dimainkan sebagai starter dari awal waktu lawan Philipina, Coach ?",kenapa jens raven enggak dimainkan sebagai starter dari awal waktu lawan philipina coach ?,14,General,0,Neutral
Hanya bs ngandalin lempar ke dalam dan corner kick 😅,Youtube,Hanya bs ngandalin lempar ke dalam dan corner kick hedeh,hanya bisa ngandalin lempar ke dalam dan corner kick hedeh,10,General,0,Negative
Tenang strategi si Sapri masih di simpen buat sea games selanjut nya. Karna sea games tahun ini hanya untuk uji coba😅,Youtube,Tenang strategi si Sapri masih di simpen buat sea games selanjut nya. Karna sea games tahun ini hanya untuk uji coba hedeh,tenang strategi sih sapri masih di simpan buat sea games selanjut nya karena sea games tahun ini hanya untuk uji coba hedeh,22,Coach_Indra,1,Negative
Mainnya tarkam banget wkwk,Youtube,Mainnya tarkam banget wkwk,mainnya tarkam banget wkwk,4,General,0,Negative
😂pengen ketawa takut dosa,Youtube,lawak pengen ketawa takut dosa,lawak pengin ketawa takut dosa,5,General,1,Negative
"3:06 presiden Sapri kita sebut saja nama ny ""El sujud""",Youtube,"3:06 presiden Sapri kita sebut saja nama ny ""El sujud""",306 presiden sapri kita sebut saja nama nya el sujud,10,Coach_Indra,0,Neutral
Pecat indra Sjafri 😂😂,Youtube,Pecat indra Sjafri lawak lawak,pecat indra sjafri lawak lawak,5,Coach_Indra,0,Negative
"Ke
 bali ketstelan pabrik ygesya",Youtube,Ke bali ketstelan pabrik ygesya,ke bali ketstelan pabrik ygesya,5,General,0,Neutral
Skuad ini akan bagus mainnya kalo dilatih oleh pelatih sekelas STY atau Timur Kapadze.,Youtube,Skuad ini akan bagus mainnya kalo dilatih oleh pelatih sekelas STY atau Timur Kapadze.,skuad ini akan bagus mainnya kalo dilatih oleh pelatih sekelas sty atau timur kapadze,14,Coach_STY,0,Positive
Harus semua org akui Jens Revan tu mengingatkan kita dgn C. Gonzales finisingnya bagus lho dari dulu konsisten cetak goal bahkan cuma dia pemain dpn Timnas skrg yg selalu cetak goal seharus pantas naik ke senior. Koqmalah hoki dgn zilsta yg kesenior aneh ni titipan,Youtube,Harus semua org akui Jens Revan tu mengingatkan kita dgn C. Gonzales finisingnya bagus lho dari dulu konsisten cetak goal bahkan cuma dia pemain dpn Timnas skrg yg selalu cetak goal seharus pantas naik ke senior. Koqmalah hoki dgn zilsta yg kesenior aneh ni titipan,harus semua orang akui jens revan itu mengingatkan kita dengan sih gonzales finisingnya bagus lho dari dulu konsisten cetak goal bahkan cuma dia pemain depan timnas sekarang yang selalu cetak goal seharus pantas naik ke senior koqmalah hoki dengan zilsta yang kesenior aneh nih titipan,45,Player,0,Positive
Hrsnya raven main dr awal bbk ke 2,Youtube,Hrsnya raven main dr awal bbk ke 2,harusnya raven main dari awal bbk ke 2,8,General,0,Neutral
Pelatih sipaling sujud,Youtube,Pelatih sipaling sujud,pelatih sipaling sujud,3,General,1,Negative
"Umpan panjang kedepan bola,pemain lari tidak ada lg bola dr kaki kekaki yg rapi",Youtube,"Umpan panjang kedepan bola,pemain lari tidak ada lg bola dr kaki kekaki yg rapi",umpan panjang kedepan bolapemain lari tidak ada lagi bola dari kaki kekaki yang rapi,14,Player,0,Negative
"Strategi terbaik menghindari Thailand, Vietnam dan Filipina di semifinal adalah dengan cara tidak lolos ke semifinal
 Keren sih",Youtube,"Strategi terbaik menghindari Thailand, Vietnam dan Filipina di semifinal adalah dengan cara tidak lolos ke semifinal Keren sih",strategi terbaik menghindari thailand vietnam dan filipina di semifinal adalah dengan cara tidak lolos ke semifinal keren sih,18,General,1,Negative
ini makin rapuh aja,Youtube,ini makin rapuh aja,ini makin rapuh saja,4,General,0,Negative
Kembali setelan pabrik 😂,Youtube,Kembali setelan pabrik lawak,kembali setelan pabrik lawak,4,General,1,Negative
Harusnya raven di msinkan dari awal pertandungan sampai akhir,Youtube,Harusnya raven di msinkan dari awal pertandungan sampai akhir,harusnya raven di msinkan dari awal pertandungan sampai akhir,9,General,0,Negative
Mainya enakan dilihat pas zaman STY,Youtube,Mainya enakan dilihat pas zaman STY,mainya enakan dilihat pas zaman sty,6,Coach_STY,0,Positive
Harusnya komposisi pas lawan pilipina juga gini,Youtube,Harusnya komposisi pas lawan pilipina juga gini,harusnya komposisi pas lawan pilipina juga begini,7,General,0,Negative
"Toel mana toel mana pengamat"" uda pada mati apa kalean",Youtube,"Toel mana toel mana pengamat"" uda pada mati apa kalean",toel mana toel mana pengamat sudah pada mati apa kalean,10,Pundit,1,Negative
Info open fight dng pengurus pssi.,Youtube,Info open fight dng pengurus pssi.,info open fight dengan pengurus pssi,6,Mgmt_General,0,Negative
"Federasinya pak Erick mau dibawa kemana??? Ini bukan Timnas Indonesia, Ini Federasinya pak Erick.",Youtube,"Federasinya pak Erick mau dibawa kemana??? Ini bukan Timnas Indonesia, Ini Federasinya pak Erick.",federasinya pak erick mau dibawa kemana? ini bukan timnas indonesia ini federasinya pak erick,14,Mgmt_ET,0,Negative
Indonesia setara Filipina dong😂😂,Youtube,Indonesia setara Filipina dong lawak lawak,indonesia setara filipina dong lawak lawak,6,General,1,Negative
ALHAMDULILLAH SKRNG INDONESIA LEBIH BAIK KE STELAN KEGELAPAN,Youtube,ALHAMDULILLAH SKRNG INDONESIA LEBIH BAIK KE STELAN KEGELAPAN,alhamdulillah sekarang indonesia lebih baik ke stelan kegelapan,8,General,1,Negative
Saking hebat ni pelatih.. Pemain haus gol di cadang kn.. Tpi aneh nx s hoki..,Youtube,Saking hebat ni pelatih.. Pemain haus gol di cadang kn.. Tpi aneh nx s hoki..,saking hebat nih pelatih pemain haus gol di cadang kan tapi aneh nx si hoki,15,Player,0,Negative
Wellcome back era kegelapan 🤣🤣🤣🤣,Youtube,Wellcome back era kegelapan ngakak ngakak ngakak ngakak,wellcome back era kegelapan mengakak mengakak mengakak mengakak,8,General,1,Negative
Masih harapin gol dari lempar lembing adu 😂,Youtube,Masih harapin gol dari lempar lembing adu lawak,masih harapin gol dari lempar lembing adu lawak,8,General,1,Negative
Ada yang nyender nih,Youtube,Ada yang nyender nih,ada yang menyandar nih,4,General,0,Neutral
"Liga udh libur
 Tc smpe 1 bulan
 Pke pemain abroad
 Cm ditarget perak
 
 Hasilnya
 Kalah 1-0 dr filipina.
 Gagal lolos grub 
 
 Yg katanya generasi emas dan punya tim kepelatihan terbaik.",Youtube,Liga udh libur Tc smpe 1 bulan Pke pemain abroad Cm ditarget perak Hasilnya Kalah 1-0 dr filipina. Gagal lolos grub Yg katanya generasi emas dan punya tim kepelatihan terbaik.,liga sudah libur tc sampai 1 bulan pakai pemain abroad cuma ditarget perak hasilnya kalah 1-0 dari filipina gagal lolos grub yang katanya generasi emas dan punya tim kepelatihan terbaik,30,Coach_STY,0,Negative
Musuh terberat bukan orang luar negeri tapi orang dalam negeri,Youtube,Musuh terberat bukan orang luar negeri tapi orang dalam negeri,musuh terberat bukan orang luar negeri tapi orang dalam negeri,10,General,0,Negative
"Tohir & Arya Bangga Melihat ini , karena misi mereka sukses😂",Youtube,"Tohir & Arya Bangga Melihat ini , karena misi mereka sukses lawak",tohir arya bangga melihat ini karena misi mereka sukses lawak,10,Mgmt_Arya,1,Negative
Entah kenapa mauro ini penempatan posisi nya kurang dibanding raven. Jadi mudah di marking lawan,Youtube,Entah kenapa mauro ini penempatan posisi nya kurang dibanding raven. Jadi mudah di marking lawan,entah kenapa mauro ini penempatan posisi nya kurang dibanding raven jadi mudah di marking lawan,15,General,0,Negative
Mvp hoky caraka,Youtube,Mvp hoky caraka,mvp hoky caraka,3,General,0,Positive
"Mending nnton futsal, kelas main nya, ga buat kita emosi, timnas futsal indo juga salah satu yang di takuti di asia",Youtube,"Mending nnton futsal, kelas main nya, ga buat kita emosi, timnas futsal indo juga salah satu yang di takuti di asia",mending menonton futsal kelas main nya enggak buat kita emosi timnas futsal indonesia juga salah satu yang di takuti di asia,21,Player,0,Positive
iklannya kurang gede,Youtube,iklannya kurang gede,iklannya kurang gede,3,General,0,Neutral
LUAR BIASAAAA hebat sekali kepelatihan pak kumis sangat membanggakan .....berkat strateginya timnas TIDAK LOLOS semifinal,Youtube,LUAR BIASAAAA hebat sekali kepelatihan pak kumis sangat membanggakan .....berkat strateginya timnas TIDAK LOLOS semifinal,luar biasa hebat sekali kepelatihan pak kumis sangat membanggakan berkat strateginya timnas tidak lolos semifinal,15,Coach_Indra,1,Negative
Taktik guru penjas 😂😂😂😂,Youtube,Taktik guru penjas lawak lawak lawak lawak,taktik guru penjas lawak lawak lawak lawak,7,Coach_Indra,1,Negative
Untung ada jane raven,Youtube,Untung ada jane raven,untung ada jane raven,4,General,0,Positive
"Dari dulu masukin timnas senior masukin raven masukin raven ini anak ambisius untuk jadi straiker predator ,",Youtube,"Dari dulu masukin timnas senior masukin raven masukin raven ini anak ambisius untuk jadi straiker predator ,",dari dulu memasuki timnas senior memasuki raven memasuki raven ini anak ambisius untuk jadi straiker predator,16,Player,0,Positive
Alhamdulillah masih ada Persib yg maennya lebih enak dtonton,Youtube,Alhamdulillah masih ada Persib yg maennya lebih enak dtonton,alhamdulillah masih ada persib yang maennya lebih enak dtonton,9,General,0,Positive
"Walaupun main pas2an 
 Dan out
 Yg penting ngerasain juga 
 makan rumput stadion yah pri😂😂😂😂",Youtube,Walaupun main pas2an Dan out Yg penting ngerasain juga makan rumput stadion yah pri lawak lawak lawak lawak,walaupun main pas-pasan dan out yang penting merasai juga makan rumput stadion ya pri lawak lawak lawak lawak,18,Match_Issues,1,Negative
Inilah timnas yg sebenarnya 👌,Youtube,Inilah timnas yg sebenarnya oke,inilah timnas yang sebenarnya oke,5,Player,0,Positive
